Leave and Attendance,חופשות ונוכחות,
"Leave cannot be allocated before {0}, as leave balance has already been carry-forwarded in the future leave allocation record {1}","לא ניתן להקצות את החופשה לפני {0} כיוון שמאזן החופשות כבר הועבר לתיעוד הקצאת החופשות העתידיות {1}",
"Leave cannot be applied/cancelled before {0}, as leave balance has already been carry-forwarded in the future leave allocation record {1}","לא ניתן להזין / לבטל את החופשה לפני {0} כיוון שמאזן החופשות כבר הועבר לתיעוד הקצאת החופשות העתידיות {1}",
Leave of type {0} cannot be longer than {1},חופשה מסוג {0} אינה יכולה להיות ארוכה מ-{1},
Leaves Allocated Successfully for {0},החופשות הוקצו בהצלחה עבור {0},
Leaves must be allocated in multiples of 0.5,ניתן להקצות חופשות אך ורק בכפולות של 0.5,
Leaves per Year,חופשות לשנה,
Ledger,יומן,
Legal,משפטי,
Legal Expenses,הוצאות משפטיות,
Letter Head,נייר מכתבים,
Letter Heads for print templates.,נייר מכתבים לתבניות הדפסה.,
Level,רמה,
Liability,אחריות,
Limit,הגבל,
Limit Crossed,הגבול נחצה,
Loans (Liabilities),הלוואות (התחייבויות),
Loans and Advances (Assets),הלוואות ומקדמות (נכסים),
Local,מקומי,
"LocalStorage is full , did not save","אחסון מקומי מלא, לא נשמר",
Logs for maintaining sms delivery status,רישומים לשימור מצב שליחת הsms ,
Lost,נאבד,
Low,נמוך,
Lower Income,הנמכת הכנסה,
Main,ראשי,
Maintenance,תחזוקה,
Maintenance Manager,מנהל תחזוקה,
Maintenance Schedule,לוח זמנים לתחזוקה,
Maintenance Schedule is not generated for all the items. Please click on 'Generate Schedule',לא נוצר לוח זמנים לתחזוקת כל הפריטים. אנא לחץ על 'יצירת לוח זמנים',
Maintenance Schedule {0} must be cancelled before cancelling this Sales Order,יש לבטל לוח זמנים לתחזוקת {0} לפני ביטול הזמנה זו,
Maintenance User,משתמש תחזוקה,
Maintenance Visit,בקרת תחזוקה,
Maintenance Visit {0} must be cancelled before cancelling this Sales Order,ויש לבטל את בקרת התחזוקה {0} לפני ביטול הזמנה זו, 
Maintenance start date can not be before delivery date for Serial No {0},תאריך התחלת התחזוקה לא יכול להיות לפני מועד המשלוח למספר הסידורי {0},
Make,צור,
Making Stock Entries,יצירת רשומות מלאי,
Male,זכר,
Manage Customer Group Tree.,ניהול עץ קבוצת הלקוחות.,
Manage Sales Partners.,ניהול שותפי מכירות.,
Manage Sales Person Tree.,ניהול את עץ אנשי המכירות .,
Manage Territory Tree.,נהל את עץ האזור.,
Management,ניהול,
Manager,מנהל,
Managing Projects,ניהול פרויקטים,
Managing Subcontracting,ניהול קבלנות משנה,
Mandatory,חובה,
Manufacture,ייצור,
Manufacturer,יצרן,
Manufacturer Part Number,מספר קטלוגי של היצרן,
Manufacturing,ייצור,
Manufacturing Quantity is mandatory,יש להזין את כמות ייצור ,
Mark Absent,סמן העדרות,
Mark Half Day,סמן חצי יום,
Mark Present,סמן נוכחות,
Marketing,שיווק,
Marketing Expenses,הוצאות שיווק,
"Master data syncing, it might take some time","מסנכרן קובץ מקור, פעולה זו תימשך זמן מה",
Masters,מקורות,
Match Payments with Invoices,התאם תשלומים עם החשבוניות,
Match non-linked Invoices and Payments.,התאם חשבוניות ותשלומים לא מקושרים.,
Material,חומר,
Material Receipt,קבלת חומרים,
Material Request,בקשת חומרים,
Material Request Date,תאריך בקשת החומרים,
Material Request No,בקשת חומרים מספר,
Material Request of maximum {0} can be made for Item {1} against Sales Order {2},בקשת חומרים של מקסימום {0} יכולה להתבצע עבור פריט {1} למול ההזמנה {2},
Material Request to Purchase Order,בקשת חומרים להזמנת רכש,
Material Request {0} is cancelled or stopped,בקשת החומרים {0} בוטלה או נעצרה,
Material Transfer,החומרים הועברו,
Material to Supplier,חומרים לספקים,
Max discount allowed for item: {0} is {1}%,הנחה מרבית המותרת עבור פריט: {0} היא% {1},
Max: {0},מקסימום: {0},
Medical,רפואי,
Medium,בינוני,
"Merging is only possible if following properties are same in both records. Is Group, Root Type, Company","ניתן למזג רק אם המאפיינים הבאים זהים בשתי הרשומות. 'האם קבוצה', 'סוג מקור', 'חברה'",
Message Examples,דוגמאות הודעה,
Message Sent,הודעה נשלחה,
Method,שיטה,
Middle Income,הכנסת אמצע,
Middle Name,שם אמצעי,
Middle Name (Optional),שם אמצעי (אופציונאלי),
Min Qty can not be greater than Max Qty,הכמות המינימלית לא יכולה להיות גדולה יותר מהכמות המקסימלית,
Miscellaneous Expenses,הוצאות שונות,
Missing Currency Exchange Rates for {0},שערי חליפין למטבע {0} חסר,
Monday,יום שני,
Monthly,חודשי,
Monthly Distribution,חתך חודשי,
More,עוד,
More Information,מידע נוסף,
Motion Picture & Video,סרטים וודיאו,
Move,מהלך,
Move Item,העבר פריט,
Multi Currency,מטבעות מרובים,
Multiple Item prices.,מחירי פריט מרובים.,
"Multiple Price Rules exists with same criteria, please resolve conflict by assigning priority. Price Rules: {0}","קיימים מספר כללי תמחור עם קריטריונים זהים אנא פתור בעיה זו באמצעות הקצאת קדימויות. כללי תמחור: {0}",
Multiple fiscal years exist for the date {0}. Please set company in Fiscal Year,קיימות בתאריך {0} מספר שנות כספים. אנא הגדר חברה לשנת כספים,
Music,מוסיקה,
My Account,החשבון שלי,
Name of new Account. Note: Please don't create accounts for Customers and Suppliers,שם חשבון חדש. שים לב: נא לא ליצור חשבונות ללקוחות וספקים,
Name or Email is mandatory,יש להזין שם או כתובת הדואר האלקטרוני
Navigating,ניווט,
Negative Quantity is not allowed,לא ניתן להזין כמות שלילית,
Negative Valuation Rate is not allowed,לא ניתן להזין שערי הערכה שליליים,
Net Asset value as on,שווי הנכס נטו זהה ל,
Net Cash from Financing,מזומנים נטו ממימון,
Net Cash from Investing,מזומנים נטו מהשקעות,
Net Cash from Operations,מזומנים נטו מתפעול,
Net Change in Accounts Payable,שינוי נטו בחשבונות זכאים,
Net Change in Accounts Receivable,שינוי נטו בחשבונות חייבים,
Net Change in Cash,שינוי נטו במזומנים,
Net Change in Equity,שינוי נטו בהון עצמי,
Net Change in Fixed Asset,שינוי נטו בנכסים קבועים,
Net Change in Inventory,שינוי נטו במלאי,
Net Pay,שכר נטו,
Net Total,סך נטו,
Net pay cannot be negative,שכר נטו לא יכול להיות שלילי,
New Account Name,שם חשבון חדש,
New Address,כתובת חדשה,
New BOM,ה-BOM החדש,
New Company,חברה חדשה,
New Contact,איש קשר חדש,
New Cost Center Name,שם מרכז העלות חדש,
New Customer Revenue,הכנסות מלקוחות חדשות,
New Customers,לקוחות חדשים,
New Sales Invoice,חשבונית חדשה,
New Sales Person Name,שם איש המכירות החדש,
New Serial No cannot have Warehouse. Warehouse must be set by Stock Entry or Purchase Receipt,מספר סידורי חדש לא יכול לחול על מחסן. יש להגדיר מחסן על פי רשומות מלאי או קבלות רכש,
New Warehouse Name,שם מחסן חדש,
Newsletters,ידיעונים מקוונים,
Newspaper Publishers,מוציאים לאור של עיתונות,
Next,הבא,
Next Steps,הצעדים הבאים,
No Data,אין נתונים,
No Item with Barcode {0},פריט עם ברקוד {0} לא קיים במערכת,
No Item with Serial No {0},אין פריט עם מספר סידורי {0},
No Items to pack,אין פריטים לארוז,
No Permission,אין הרשאות,
No Remarks,אין הערות,
No Student Groups created.,לא נוצרו קבוצות סטודנטים.,
No accounting entries for the following warehouses,אין רישומים חשבונאיים למחסנים הבאים,
No active or default Salary Structure found for employee {0} for the given dates,לא נמצאה משכורת פעילה או מבנה ברירת מחדל לשכר עבור העובד {0} בתאריכים הנתונים,
No address added yet.,לא נוספו כתובות עדיין.,
No contacts added yet.,לא נוספו אנשי קשר עדיין.,
No description given,לא ניתן תיאור,
No record found,לא נמצאה רשומה,
No records found in the Invoice table,לא נמצאו רשומות בטבלת החשבוניות,
No records found in the Payment table,לא נמצאו רשומות בטבלת התשלומים,
Non Profit,ללא כוונת רווח,
Non-Group to Group,ישות שאינה קבוצה לקבוצה,
None of the items have any change in quantity or value.,לא נמצאו שינויים בערך הפריטים או בכמותם.,
Nos,מספרים,
Not Available,לא זמין,
Not Paid and Not Delivered,לא שולם ולא נמסר,
Not Permitted,לא מורשה,
Not Started,טרם התחיל,
Not active,לא פעיל,
Not allowed to update stock transactions older than {0},אינכם רשאים לעדכן את עסקאות המלאי הישנות יותר מתאריך {0},
Not authorized to edit frozen Account {0},אינך רשאי לערוך חשבון קפוא {0},
Not authroized since {0} exceeds limits,לא מורשה כיוון ש-{0} חורג מהמגבלות,
Not permitted for {0},חל איסור על {0},
Note: Due / Reference Date exceeds allowed customer credit days by {0} day(s),שים לב: החרגת תאריך היעד מזכה את הלקוח ב-{0} ימים ,
Note: Item {0} entered multiple times,שים לב: פריט {0} הוזן מספר פעמים,
Note: Payment Entry will not be created since 'Cash or Bank Account' was not specified,שים לב: רשומת התשלום לא תיווצר כיוון שאין פירוט בקטגוריה 'מזומן או חשבון בנק' ,
Note: System will not check over-delivery and over-booking for Item {0} as quantity or amount is 0,שים לב: המערכת לא תבדוק אספקת יתר והזמנת יתר לפריט {0} כאשר הסכום או הכמות היא 0,
Note: There is not enough leave balance for Leave Type {0},שים לב: אין איזון מספק בחופשה מסוג {0},
Note: This Cost Center is a Group. Cannot make accounting entries against groups.,שים לב: מרכז עלות זה הוא קבוצה. לא ניתן לעשות רישומים חשבונאיים למול קבוצות.,
Note: {0},הערה: {0},
Notes,הערות,
Nothing more to show.,אין עוד נתונים להציג.,
Notice Period,זמן התזכורת,
Number of Depreciations Booked cannot be greater than Total Number of Depreciations,כמות הפחת שתועדה לא יכולה להיות גדולה מהמספר הכולל של הפחת,
Number of Order,מספר הזמנה,
Office Equipments,ציוד משרדי,
Office Maintenance Expenses,הוצאות על תחזוקת המשרד,
Office Rent,שכירות,
On Net Total,סך הכל נטו,
Online Auctions,מכירות פומביות באינטרנט,
Open Notifications,פתח התראות,
Opening,פתיחה,
Opening (Cr),פתיחה (שער חליפין),
Opening (Dr),פתיחה (קבלת פיקדון),
Opening Accounting Balance,מאזן חשבונאי התחלתי,
Opening Accumulated Depreciation,פחת התחלתי מצטבר,
Opening Accumulated Depreciation must be less than equal to {0},פחת התחלתי מצטבר חייב להיות פחות מ- {0},
Opening Balance Equity,מאזן הון עצמי התחלתי,
Opening Date and Closing Date should be within same Fiscal Year,תאריך הפתיחה ותאריך הסגירה צריכים להיות בשנת כספים זהה,
Opening Date should be before Closing Date,תאריך הפתיחה צריך להיות לפני תאריך הסגירה ,
Opening Qty,כמות פתיחה,
Opening Stock,מלאי פתיחה,
Opening Stock Balance,יתרת מלאי פתיחה,
Opening Value,ערך פתיחה,
Operation,תפעול,
Operation Time must be greater than 0 for Operation {0},זמן הביצוע חייב להיות גדול מ-0 לפעולה {0},
"Operation {0} longer than any available working hours in workstation {1}, break down the operation into multiple operations","פעולה {0} ארוכה יותר מכל שעות העבודה הזמינות בתחנת העבודה {1}, יש לחלק את הפעולה לפעולות מרובות",
Operations,פעולות,
Operations cannot be left blank,לא ניתן להשאיר את הפעולות ריקות,
Opportunities,הזדמנויות,
Opportunity,הזדמנות,
"Optional. Sets company's default currency, if not specified.","אופציונאלי. במקרה בו לא הוגדר מטבע לחברה הגדר מטבע ברירת מחדל.",
Optional. This setting will be used to filter in various transactions.,אופציונאלי. הגדרה זו תשמש לסינון בעסקאות שונות.,
Options,אפשרויות,
Ordered,הוזמן,
Ordered Qty,הכמות שהוזמנה,
"Ordered Qty: Quantity ordered for purchase, but not received.","הכמות שהוזמנה: כמות הוזמנה לרכישה, אך לא התקבלה.",
Orders,הזמנות,
Orders released for production.,הזמנות ששוחררו לייצור.,
Organization Name,שם ארגון,
Other,אחר,
Other Reports,דוחות נוספים,
Others,אחרים,
Out Qty,מתוך כמות,
Out Value,ערך מתוך,
Outgoing,יוצא,
Outstanding,טרם נפרע,
Outstanding Amount,כמות שטרם נפרעה,
Outstanding Amt,כמות שטרם נפרעה,
Outstanding Cheques and Deposits to clear,המחאות ופיקדונות שטרם נפרעו לסליקה,
Outstanding for {0} cannot be less than zero ({1}),יתרת החוב עבור {0} אינו יכול להיות פחות מאפס ({1}),
Overdue,איחור,
Overlapping conditions found between:,נמצאה חפיפה בין התנאים:,
Owner,בעלים,
POS,נקודות מכירה,
POS Profile,פרופיל נקודת המכירה,
POS Profile required to make POS Entry,פרופיל נקודת המכירה נדרש על מנת ליצור רשומה לנקודת המכירה,
Packed quantity must equal quantity for Item {0} in row {1},הכמות הנארזת חייבת להיות שווה לכמות פריט {0} בשורה {1},
Packing Slip,תלוש אריזה,
Packing Slip(s) cancelled,תלוש/י האריזה בוטל/ו,
Paid,שולם,
Paid Amount,סכום ששולם,
Paid Amount cannot be greater than total negative outstanding amount {0},הסכום ששולם לא יכול להיות גדול ממלוא יתרת חוב השלילית {0},
Paid amount + Write Off Amount can not be greater than Grand Total,הסכום ששולם והכמות שקוזזה לא יכולים להיות גדולים מן הסכום הכולל,
Paid and Not Delivered,שולם ולא נמסר,
Parameter,פרמטר,
Parent Item {0} must not be a Stock Item,פריט אב {0} לא יכול להיות פריט במלאי,
Part-time,במשרה חלקית,
Partially Depreciated,פחת חלקי,
Party,צד פיננסי,
Party Type,סוג הצד הפיננסי,
Party Type is mandatory,יש להזין את סוג הצד הפיננסי,
Party is mandatory,שי להזין את סוג הצד הפיננסי,
Password,סיסמא,
Payable,לתשלום,
Payable Account,חשבון לתשלום,
Payment,תשלום,
Payment Days,ימי תשלום,
Payment Document,מסמך תשלום,
Payment Due Date,מועד תשלום,
Payment Entries {0} are un-linked,רשומות התשלומים {0} אינם מקושרים,
Payment Entry,רשומת הוצאות,
Payment Entry has been modified after you pulled it. Please pull it again.,רשומת התשלומים השתנתה לאחר ששלפת אותה. אנא שלוף שנית.,
Payment Entry is already created,רשומת תשלום כבר נוצרה,
Payment Gateway,ספק סליקה,
Payment Mode,שיטת תשלום,
"Payment Mode is not configured. Please check, whether account has been set on Mode of Payments or on POS Profile.","לא הוגדרה שיטת תשלום. אנא בדוק אם חשבון הוגדר על פי שיטת התשלום או על פי נקודת המכירה.",
Payment Receipt Note,קבלה,
Payment Request,בקשת תשלום,
Payment Type,סוג תשלום,
"Payment Type must be one of Receive, Pay and Internal Transfer","סוג התשלום חייב להיות אחד מהבאים קבלה, תשלום או העברה פנימית",
Payment against {0} {1} cannot be greater than Outstanding Amount {2},התשלום למול {0} {1} לא יכול להיות גדול מהסכום שטרם נפרע {2},
Payments,תשלומים,
Payroll,גליון שכר,
Payslip,תלוש שכר,
Pending Activities,פעילויות ממתינות,
Pending Amount,סכום לתשלום,
Pending Qty,כמות ממתינה,
Pending Review,ממתין לבדיקה,
Pending activities for today,פעילויות ליום זה,
Pension Funds,קרנות פנסיה,
Percentage Allocation should be equal to 100%,אחוז ההקצאה צריך להיות שווה ל- 100%,
Period,תקופה,
Period Closing Entry,רשומת סיום תקופה,
Period Closing Voucher,שובר סיום תקופה,
Periodicity,מחזוריות,
Personal Details,פרטים אישיים,
Pharmaceutical,תרופות,
Pharmaceuticals,תרופות,
Piecework,עבודה בקבלנות,
Pincode,קוד סודי,
Place Order,בצע הזמנה,
Plan for maintenance visits.,תכנית לביקורי תחזוקה.,
Planned Qty,כמות מתוכננת,
Planning,תכנון,
Plants and Machineries,מפעלים ומיכון,
Please check Multi Currency option to allow accounts with other currency,אנא בדוק את האפשרות לשימוש במטבעות רבים כדי לאפשר לחשבונות שימוש במטבע אחר,
Please click on 'Generate Schedule','אנא לחץ על 'צור לוח זמנים,
Please click on 'Generate Schedule' to fetch Serial No added for Item {0},אנא לחץ על 'צור לוח זמנים' כדי לשלוף מספר סידורי שצורף לפריט {0},
Please click on 'Generate Schedule' to get schedule,אנא לחץ על 'צור לוח זמנים' כדי לקבל לוח זמנים,
Please contact to the user who have Sales Master Manager {0} role,אנא צור קשר עם המשתמש מנהל המכירות {0}
Please create Customer from Lead {0},אנא צור לקוחות מהליד {0},
Please enable pop-ups,אנא אפשר חלונות קופצים,
Please enter 'Is Subcontracted' as Yes or No,יש להזין בקטגוריה 'האם נעשה בידי קבלן משנה' את הערכים כן או לא,
Please enter Approving Role or Approving User,נא הזינו את אישור תפקיד או את אישור המשתמש,
Please enter Cost Center,נא הזן מרכז עלות,
Please enter Employee Id of this sales person,נא הזינו את מספר העובד של איש מכירות זה,
Please enter Expense Account,נא הזן את חשבון ההוצאות,
Please enter Item Code to get batch no,נא הזינו את קוד הפריט כדי לקבל את אצווה מספר,
Please enter Item first,נא הזינו פריט,
Please enter Maintaince Details first,נא הזינו פרטי תחזוקה,
Please enter Material Requests in the above table,נא הזן את בקשות החומרים בטבלה לעיל,
Please enter Planned Qty for Item {0} at row {1},נא להזין כמות מתוכננת לפריט {0} בשורה {1},
Please enter Production Item first,נא להזין פריט ייצור,
Please enter Purchase Receipt first,נא להזין קבלת רכש,
Please enter Receipt Document,נא הזן את מסמך הקבלה,
Please enter Reference date,נא הזן את תאריך היעד,
Please enter Sales Orders in the above table,נא הזן הזמנות מכירה בטבלה לעיל,
Please enter Write Off Account,נא הזן את חשבון הקיזוזים,
Please enter atleast 1 invoice in the table,יש להזין לכל הפחות חשבונית אחת בטבלה,
Please enter company first,נא הזינו חברה,
Please enter company name first,נא הזינו את שם החברה,
Please enter default currency in Company Master,נא להזין את ערך ברירת המחדל של המטבע באשף החברה ,
Please enter message before sending,אנא כתוב הודעה לפני השליחה,
Please enter parent cost center,נא להזין מרכז עלות אב,
Please enter quantity for Item {0},נא הזן כמות לפריט {0},
Please enter relieving date.,נא הזן את מילוי המקום.,
Please enter valid Financial Year Start and End Dates,אנא הזן תאריכי התחלה וסיום תקניים לשנת הכספים,
Please enter {0} first,נא הזינו את {0},
Please make sure you really want to delete all the transactions for this company. Your master data will remain as it is. This action cannot be undone.,האם אתה בטוח שברצונך למחוק את כל העסקאות לחברה זו. קובץ המקור יישאר כמו שהוא. לא ניתן לבטל פעולה זו.,
Please mention Round Off Account in Company,נא נקוב במספר מעוגל בחשבון החברה,
Please mention Round Off Cost Center in Company,נא נקוב במספר מעוגל למרכז העלות של החברה,
Please mention no of visits required,נא לציין את מספר הביקורות הנדרשות,
Please pull items from Delivery Note,אנא שלוף פריטים מתעודת המשלוח,
Please re-type company name to confirm,אנא הקלד שנית את שם החברה על מנת לאשר,
Please remove this Invoice {0} from C-Form {1},אנא הסר חשבונית {0} מטופס C {1},
"Please select Allocated Amount, Invoice Type and Invoice Number in atleast one row","אנא בחר סכום להקצאה, סוג החשבונית ומספרה בשורה אחת לפחות",
Please select Apply Discount On,אנא בחר החלת הנחה על,
Please select BOM for Item in Row {0},אנא בחר BOM עבור הפריט בשורה {0},
Please select BOM in BOM field for Item {0},אנא בחר BOM בשדה BOM לפריט {0},
Please select Category first,נא בחרו קטגוריה,
Please select Charge Type first,נא בחרו את צורת החיוב ,
Please select Company,אנא בחר חברה,
Please select Company and Party Type first,נא בחרו חברה וסוג צד פיננסי,
Please select Company first,נא בחרו חברה,
Please select Employee Record first.,נא בחרו תיק עובד.,
"Please select Item where ""Is Stock Item"" is ""No"" and ""Is Sales Item"" is ""Yes"" and there is no other Product Bundle","אנא בחר פריט כאשר בקטגוריה 'האם פריט מלאי' מסומן כ'לא' והקטגוריה 'האם פריט למכירה' מסומנת כ'כן', וללא חבילות מוצרים נוספות",
Please select Party Type first,נא בחרו סוג צד פיננסי,
Please select Posting Date first,אנא בחר תחילה את תאריך הפרסום,
Please select Price List,אנא בחר מחירון,
Please select Start Date and End Date for Item {0},אנא בחר תאריך התחלה ותאריך סיום לפריט {0},
Please select a Company,אנא בחר חברה,
Please select a csv file,אנא בחר קובץ CSV,
Please select a value for {0} quotation_to {1},אנא בחר ערך עבור {0} הצעת מחיר ל-{1},
Please select correct account,אנא בחר חשבון נכון,
Please select customer,אנא בחר לקוח,
Please select item code,אנא בחר קוד פריט,
Please select month and year,אנא בחר חודש ושנה,
Please select prefix first,אנא בחר תחילה קידומת,
Please select the document type first,אנא בחר קודם כל את סוג המסמך,
Please select weekly off day,אנא בחר יום מנוחה שבועי,
Please select {0},אנא בחר {0},
Please select {0} first,אנא בחר קודם כל {0},
Please set 'Apply Additional Discount On',אנא הגדר את הקטגוריה 'החל הנחה נוספת על',
Please set 'Asset Depreciation Cost Center' in Company {0},אנא הגדר את הקטגוריה 'פחת נכסים במרכז עלות' בחברה {0},
Please set 'Gain/Loss Account on Asset Disposal' in Company {0},אנא הגדר את הקטגוריה 'חישובי רווח/הפסד מסילוק נכסים' בחברה {0},
Please set Depreciation related Accounts in Asset Category {0} or Company {1},נא הגדר חשבונות המקושרים לפחת בקטגורית הנכסים {0} או חברה {1},
Please set Number of Depreciations Booked,אנא הגדר מספר הפחת שתועד,
Please set User ID field in an Employee record to set Employee Role,אנא הגדר שדה מזהה משתמש ברשומת העובדים על מנת להגדיר את תפקיד העובד,
Please set a default Holiday List for Employee {0} or Company {1},אנא הגדר רשימת חופשות לברירת מחדל עבור העובד {0} או החברה {1},
Please set default Cash or Bank account in Mode of Payment {0},אנא הגדר ברירת מחדל למזומנים או חשבון בנק בקטגוריה שיטת התשלום {0},
Please set default {0} in Company {1},אנא קבע את ברירת המחדל {0} של החברה {1},
Please set filter based on Item or Warehouse,אנא הגדר מסנן המבוסס על פריט או מחסן,
Please set recurring after saving,אנא הגדר חזרתיות לאחר השמירה,
Please specify Company,נא ציין את החברה,
Please specify Company to proceed,נא ציין את חברה כדי להמשיך,
Please specify a valid 'From Case No.',אנא ציין בקטגוריה 'מתיק מספר' ערך חוקי
Please specify a valid Row ID for row {0} in table {1},נא לציין מספר שורה תקפה לשורה {0} בטבלה {1},
Please specify at least one attribute in the Attributes table,ציין מאפיין אחד לפחות בטבלת המאפיינים,
Please specify currency in Company,נא לציין את מטבע החברה,
Please specify either Quantity or Valuation Rate or both,"נא לציין גם כמות, שווי ההערכה או שניהם",
Please specify from/to range,נא לציין את הטווח מ/אל,
Please supply the specified items at the best possible rates,נא מלא את הפריטים המפורטים בשערים הטובים ביותר האפשריים,
Point of Sale,נקודת מכירה,
Point-of-Sale,נקודת מכירה,
Point-of-Sale Profile,פרופיל נקודת המכירה,
Portal,פורטל,
Portal Settings,הגדרות פורטל,
Postal Expenses,הוצאות דיוור,
Posting Date,תאריך פרסום,
Posting Time,זמן פרסום,
Posting date and posting time is mandatory,יש להזין את תאריך הפרסום ושעת הפרסום,
Posting timestamp must be after {0},חותמת זמן הפרסום חייבת להיות לאחר {0},
Potential opportunities for selling.,הזדמנויות פוטנציאליות למכירה.,
Pre Sales,קדם מכירות,
Present,נוכח,
Preview,תצוגה מקדימה,
Previous Financial Year is not closed,שנת הכספים הקודמת לא נסגרה,
Price,מחיר,
Price List,מחיר מחירון,
Price List Currency not selected,לא נבחר מטבע מחירון,
Price List Rate,שער מחיר המחירון,
Price List master.,אשף המחירון.,
Price List must be applicable for Buying or Selling,מחיר המחירון חייב להיות ישים עבור רכש או מכירה,
Price List not found or disabled,מחיר המחירון לא נמצא או נחסם,
Pricing,תמחור,
Pricing Rule,כלל תמחור,
"Pricing Rule is first selected based on 'Apply On' field, which can be Item, Item Group or Brand."כלל התמחור נבחר קודם כל על פי השדה 'החל על' שיכול להיות או פריט, קבוצת פריטים או מותג",
"Pricing Rule is made to overwrite Price List / define discount percentage, based on some criteria.","כלל תמחור נוצר על מנת להחליף את המחירון / להגדיר אחוז הנחה, מבוסס על קריטריונים זהים",
Pricing Rules are further filtered based on quantity.,כללי תמחור מסוננים בנוסף על פי כמות.,
Primary,עיקרי,
Print Format,פורמט הדפסה,
Print Settings,הגדרות הדפסה,
Print settings updated in respective print format,הגדרות הדפסה עודכנו בהתאם לפורמט ההדפסה,
Printing and Branding,הדפסה ומיתוג,
Private Equity,הון עצמי,
Privilege Leave,חופשה מאושרת,
Probation,תקופת ניסיון,
Probationary Period,תקופת ניסיון,
Procurement,רכש,
Product Bundle,חבילת מוצרים,
Production,ייצור,
Production Item,פריט ייצור,
Products,מוצרים,
Profit and Loss,רווח והפסד,
Program,תכנית,
Project Collaboration Invitation,הזמנה לשיתוף פעולה בפרויקט,
Project Id,מספר מזהה לפרויקט,
Project Manager,מנהל פרויקט,
Project Name,שם פרויקט,
Project Start Date,תאריך התחלת פרויקט,
Project Status,סטטוס פרויקט,
Project Value,ערך הפרויקט,
Project activity / task.,פעילות / משימות הפרויקט.,
Project master.,אשף הפרויקטים.,
Project-wise data is not available for Quotation,נתונים על פי פרויקט אינם זמינים להצעת מחיר,
Projected,צפוי,
Projects,פרויקטים,
Property,נכס,
Proposal Writing,כתיבת הצעה,
Provisional Profit / Loss (Credit),רווח / הפסד זמני (אשראי),
Publish Items on Website,פרסם פריטים באתר,
Published,פורסם,
Publishing,מפרסם,
Purchase,רכישה,
Purchase Amount,סכום הרכישה,
Purchase Date,תאריך רכישה,
Purchase Invoice,חשבונית הרכש,
Purchase Invoice {0} is already submitted,חשבונית הרכש {0} כבר נשלחה,
Purchase Manager,מנהל רכש,
Purchase Master Manager,מנהל רכש,
Purchase Order,הזמנת רכש,
Purchase Order number required for Item {0},מספר הזמנת רכש נדרש לפריט {0},
Purchase Order to Payment,הזמנת רכש לתשלום,
Purchase Order {0} is not submitted,הזמנת רכש {0} לא נשלחה,
Purchase Orders given to Suppliers.,הזמנות רכש שניתנו לספקים.,
Purchase Price List,מחיר מחירון לרכישה,
Purchase Receipt,קבלה,
Purchase Receipt {0} is not submitted,הקבלה {0} לא נשלחה,
Purchase Tax Template,תבנית מס רכישה,
Purchase User,משתמש רכש,
Purchasing,רכש,
Purpose must be one of {0},היעד צריך להיות אחד מ-{0},
Qty,כמות,
Qty To Manufacture,כמות לייצור,
Qty for {0},כמות עבור {0},
Qualification,כשירות,
Quality,איכות,
Quality Inspection,בקרת איכות,
Quality Management,ניהול איכות,
Quantity,כמות,
Quantity for Item {0} must be less than {1},כמות לפריט {0} חייבת להיות פחות מ-{1},
Quantity in row {0} ({1}) must be same as manufactured quantity {2},הכמות בשורה {0} ({1}) חייבת להיות זהה לכמות המיוצרת,
Quantity must be less than or equal to {0},הכמות חייבת להיות קטנה או שווה ל {0},
Quantity must not be more than {0},כמות חייבת להיות גדולה מ-{0},
Quantity required for Item {0} in row {1},הכמות הנדרשת לפריט {0} בשורה {1},
Quantity should be greater than 0,כמות צריכה להיות גדולה מ-0,
Quantity to Manufacture must be greater than 0.,הכמות לייצור חייבת להיות גדולה מ-0.,
Query Options,אפשרויות שאילתא,
Quick Journal Entry,רשומת יומן מהירה,
Quotation,הצעת מחיר,
Quotation {0} is cancelled,הצעת מחיר {0} בוטלה,
Quotation {0} not of type {1},הצעת מחיר {0} אינה מסוג {1},
Quotations,הצעות מחיר,
Quotations received from Suppliers.,התקבלה הצעת מחיר מספקים.,
Quotes to Leads or Customers.,הצעות מחיר ללידים או ללקוחות.,
Range,טווח,
Rate,שער,
Raw Material,חומר גלם,
Raw Materials cannot be blank.,קטגוריית חומרי הגלם לא יכולה להישאר ריקה.,
Re-open,פתח מחדש,
Read the ERPNext Manual,קרא את מדריך erpnext,
Real Estate,"נדל""ן",
Receipt document must be submitted,יש לשלוח את מסמך הקבלה,
Receivable,חייבים,
Receivable Account,חשבון תשלומים,
Received,התקבל,
Received On,התקבל ב,
Receiver List is empty. Please create Receiver List,רשימת המקבלים ריקה אנא צור רשימת מקבלים,
Recipients,נמענים,
Reconcile,השלם,
"Record of all communications of type email, phone, chat, visit, etc.","רשומות של כל התקשורת הנמצאת בדואר האלקטרוני, טלפונים, שיחות, ביקורים וכו'",
Redirect URL,הפניה מחדש,
Ref,אסמכתא,
Ref Date,תאריך אסמכתא,
Reference,אסמכתא,
Reference #{0} dated {1},# אסמכתא {0} מתאריך {1},
Reference Date,תאריך אסמכתא,
Reference Doctype must be one of {0}, אסמכתא חייב להיות אחד מ-{0},
